customer_id,name,email,join_date,total_spent
903,John Fowler,ericcallahan@gmail.com,2023-12-05,7632.6
904,Anthony Murphy,willietownsend@thompson.com,2024-03-12,5059.73
905,Alexander Reed,weaverrobin@taylor.info,2024-04-28,9205.87
906,Elizabeth Martinez,mullinsangela@hotmail.com,2023-02-19,8957.87
907,Gregory Clark,mckenziejeffrey@yahoo.com,2023-12-13,1877.81
908,Leah Johnston,kelly27@alexander.com,2023-07-07,6498.22
909,Rachel Davis,tammy91@wilson.com,2024-05-13,6396.23
910,Daniel Stewart,ibarnett@shaw-gardner.com,2023-07-02,1833.17
911,Marc Lutz,jill78@yahoo.com,2022-08-13,5230.41
912,Mary Pena,urogers@ortiz.net,2024-02-03,8216.97
913,John Clayton,fitzgeraldcrystal@clark.org,2024-03-17,9668.07
914,Donald Hernandez,hernandeztammy@sanchez-jones.biz,2024-01-19,2505.08
915,Seth Rodriguez,seantran@yahoo.com,2024-01-18,1314.98
916,Mary Green,rrichardson@le.org,2022-08-13,2966.61
917,Amanda Wood,kyleramirez@hotmail.com,2022-10-06,5308.44
918,Molly Garza,hardinchristina@yahoo.com,2022-11-03,8913.24
919,Devin Gray,usanders@phillips.com,2022-08-24,9953.16
920,David Hill,bcurry@davis.com,2024-03-11,9453.53
921,Jeffrey Short,christinasmith@melton-franklin.net,2023-11-28,5708.79
922,Stephanie Austin,nicolestephenson@bell.biz,2022-10-31,9052.19
923,Ryan Gardner DDS,chelsea47@lane-campbell.com,2023-08-17,8046.35
924,Jonathan Sullivan,edwardselizabeth@webster.com,2022-09-12,3791.66
925,Nicholas Mendoza,teresa89@gmail.com,2022-08-05,9638.89
926,Laura Rios,judycontreras@yahoo.com,2023-04-03,6724.6
927,Austin Faulkner,theresa17@aguirre.com,2022-12-05,1047.97
928,Mary Arnold,robert98@atkinson-schultz.net,2023-09-17,6109.91
929,Jermaine Huber,andreavillanueva@shea-bates.biz,2023-03-30,4927.51
930,Margaret Young,lisarobinson@hotmail.com,2023-07-01,9795.62
931,Elizabeth Baker,qclayton@newton.com,2023-03-20,9361.37
932,Johnny Patel,dmarsh@garcia.org,2024-01-19,3279.13
933,Robert Robinson,danielroberts@yahoo.com,2022-12-17,5112.35
934,Donna Thompson,myerskimberly@yahoo.com,2022-12-20,2712.3
935,Thomas Moore,julie65@hotmail.com,2022-09-03,9525.42
936,Michael Norris,scott01@brown.org,2023-08-23,3057.16
937,Anthony Howe,wallen@jones.biz,2024-05-23,9610.63
938,Susan Castaneda,rhondasantos@barnett-lee.net,2024-07-09,2316.42
939,Robert Sanchez,rbenitez@gmail.com,2023-03-22,2090.15
940,Matthew Simmons,reyeselizabeth@harmon-jackson.biz,2022-10-25,8837.08
941,Dawn Cook,ytorres@yahoo.com,2023-03-24,954.47
942,Joshua Flores,oponce@swanson-gutierrez.com,2023-02-17,1181.99
943,Brian Nelson,morgankramer@hotmail.com,2023-01-10,4438.92
944,Carlos Douglas,christopherfrey@yahoo.com,2022-09-06,4547.3
945,Mary Long,douglas40@butler.info,2024-07-22,6503.82
946,Jessica Acevedo,scarter@young.org,2024-01-15,7926.33
947,Diane Carter,shellymatthews@baker-green.biz,2024-01-12,663.33
948,Catherine Park,vsmith@pierce-brown.biz,2023-03-09,9887.74
949,Jennifer Robertson,bergdavid@johnson-moran.com,2024-06-22,732.29
950,Jay Osborne,meganhenry@hotmail.com,2023-10-11,2655.97
951,Heather Ingram,patriciapowell@hotmail.com,2023-03-29,8697.2
952,Katie Oconnell,zchapman@mitchell.com,2023-08-18,2623.4
953,Kelly Richards,karenbuchanan@hotmail.com,2024-03-25,9749.66
954,Jamie Mcguire,owentoni@yahoo.com,2023-06-04,6778.01
955,Mr. James Flores,christopher95@nelson.biz,2023-08-09,7319.77
956,Ashley Smith,leonchristina@hotmail.com,2024-06-28,5163.59
957,Maria Hammond,kolson@lambert-silva.com,2023-06-05,1358.44
958,Mariah Williams,kim54@rodriguez-higgins.biz,2023-05-10,2033.63
959,Brandy Fuller,millerdonald@rodriguez-rosales.org,2023-09-13,6790.77
960,Tyler Robinson,brianwhite@yahoo.com,2023-12-30,1627.63
961,David Morgan,anthonyroberts@adkins.biz,2023-09-10,8573.15
962,Anthony Krueger,kfernandez@yahoo.com,2023-12-16,1313.66
963,Desiree Graham,pjohnson@cochran.info,2023-06-18,1752.33
964,Jonathan Houston,weberkevin@gmail.com,2024-02-17,9264.03
965,Kathleen Smith,pacejesse@yahoo.com,2023-04-13,3607.97
966,Jason Williams,jeremythompson@johnson.com,2023-02-05,2912.72
967,Jennifer Diaz DVM,julie80@gmail.com,2023-08-09,153.66
968,Steven Bridges,chelsea90@yahoo.com,2024-01-04,5647.75
969,Lisa Dawson,luke74@barrett.com,2024-05-02,2778.68
970,Robert Ruiz,karen93@bowman.com,2023-12-04,6196.43
971,Terry Hardy,lkent@yahoo.com,2023-11-19,3386.14
972,Mary Hurst,tbennett@hotmail.com,2022-08-06,7901.33
973,Jack Warren,gilesscott@hotmail.com,2024-04-20,655.06
974,Eric Powell,kennethphillips@ellison.biz,2024-01-08,7099.99
975,Danielle Wolfe,wendyrodgers@hotmail.com,2022-12-14,4102.53
976,Christian Gonzales,wardchelsea@gmail.com,2023-04-26,393.71
977,George Robbins,michael39@yahoo.com,2023-02-18,5294.57
978,Robert White,jenna42@cox.com,2022-08-30,6004.12
979,Jesse Lin,xjordan@yahoo.com,2023-07-27,7833.15
980,Valerie Garner,donnawilliamson@yahoo.com,2023-08-19,7320.3
981,Thomas Miller,tracy12@gmail.com,2022-08-03,4689.53
982,Mindy Mckay MD,robertevans@williams-humphrey.com,2024-04-12,5944.05
983,Ethan Jackson,meadowskaren@deleon.org,2022-12-04,7229.38
984,Julie Castro,carolroy@hotmail.com,2022-12-15,1755.63
985,Amanda Smith,joseph11@hotmail.com,2022-08-09,6150.39
986,Miguel Kirk,halldennis@gmail.com,2023-08-21,4729.5
987,Colin Bryant,timothy43@yahoo.com,2022-08-21,827.78
988,Karen Chambers,jameshicks@nixon.biz,2024-02-07,8711.78
989,Henry Jackson,cbrown@gmail.com,2023-10-31,1619.21
990,Anthony Vargas,chambersrebecca@anderson.biz,2022-12-22,7387.58
991,Cameron Douglas,joshuaschneider@robinson.com,2023-05-20,4711.52
992,Michael Weber,seanayala@padilla-watson.com,2024-03-10,6576.67
993,Angela Peters,dennis83@martin-thomas.com,2024-03-25,7929.3
994,Brian Mooney,smithcourtney@brooks.biz,2023-09-13,8509.73
995,Anthony Moore,sarah85@roy.net,2022-12-24,4994.36
996,Alicia Patton,melissaware@hotmail.com,2023-12-15,1845.39
997,Lee Rodriguez,kerrlisa@hotmail.com,2023-04-06,7488.64
998,Shannon Castillo,fblack@gmail.com,2023-02-21,7696.55
999,David Torres,amccarthy@hotmail.com,2024-01-07,3141.87
1000,Jennifer Glenn,toddtaylor@jimenez.com,2024-02-02,5195.18
1001,Susan Hughes,qwiggins@yahoo.com,2023-11-05,9695.24
1002,Robert Stafford,jacksonmartinez@yahoo.com,2022-09-06,8302.66
1003,Cynthia Meyer,yarmstrong@yahoo.com,2024-06-26,8616.92
1004,Michael Stevens,xaviercastro@kim.com,2024-04-01,3512.47
1005,Lisa Lam,snyderkaren@walter.info,2024-05-20,1778.41
1006,Mark Wise,johnsonkevin@hotmail.com,2022-09-02,8460.02
1007,Lisa Griffin,bobby57@gmail.com,2022-09-01,6621.46
1008,Mary Thomas,stacy49@gmail.com,2023-10-26,1118.52
1009,Rachel Wallace,linbarbara@buchanan.com,2022-12-15,8429.64
1010,Nicholas Hill,dneal@yahoo.com,2022-08-08,4058.92
1011,Nicole Mcdonald,jeffrey18@hotmail.com,2024-06-07,8831.7
1012,Steven Foley,tchavez@clark.com,2023-10-31,6493.89
1013,Ashley Park,kreed@hudson-frye.org,2022-12-22,5932.2
1014,Benjamin Rhodes,jennifernielsen@morris.com,2023-12-28,6700.65
1015,Shannon Wood,lowezachary@gmail.com,2023-12-04,7473.64
1016,Mr. Erik Jackson DDS,david93@gmail.com,2023-07-06,2671.49
1017,Joseph Massey,glassjermaine@beck-greer.info,2022-08-31,8753.01
1018,Daniel Haynes,christopher43@hudson-morgan.com,2024-07-06,6530.03
1019,Tonya Schultz,williamsonbrittney@gmail.com,2023-09-26,5646.38
1020,Gregory Peterson,mmartin@gmail.com,2023-06-17,180.53
1021,Alexis Morrison,youngjessica@yahoo.com,2022-08-28,7863.73
1022,Holly Mendoza,jameswilliams@hotmail.com,2023-10-08,1323.67
1023,Phillip Lawrence,scottmichelle@hotmail.com,2023-01-10,7366.38
1024,Heather Green DDS,john26@gmail.com,2023-08-16,8607.64
1025,Jessica Boyle,julieortiz@hernandez-phillips.com,2023-12-23,6639.45
1026,Jennifer Jones MD,michael63@yahoo.com,2022-08-15,3891.27
1027,Melanie Mccall,stevenboone@bowen.org,2022-10-12,6272.43
1028,Sandra Atkinson,ugonzalez@mann.com,2023-04-08,1919.06
1029,David Schultz,kathrynhuerta@yahoo.com,2024-06-29,3728.62
1030,Lauren Burton,xmorrison@carr.com,2024-04-09,7731.19
1031,Dr. Jennifer Smith,muellersteven@guerrero.com,2024-02-04,8100.93
1032,Richard Green,daviskristin@gmail.com,2023-06-27,3880.6
1033,Lawrence Walker,stephenjefferson@gmail.com,2023-05-20,1621.71
1034,Brooke Clark,testes@simmons.com,2024-01-08,7600.45
1035,Megan Boyd,adam05@yahoo.com,2022-12-21,4194.31
1036,Rodney Henry,smithkelsey@hotmail.com,2023-08-02,1761.73
1037,Ricky Collins,kentsamantha@gmail.com,2024-01-18,3191.37
1038,Jason Hamilton,josephbell@gmail.com,2024-02-07,3996.73
1039,Daniel Washington,anthonytaylor@carter.com,2023-12-16,5884.87
1040,Eric Barrera,robin84@steele.org,2022-10-26,2757.87
1041,Justin Jones,amber20@white-pham.net,2023-12-09,8591.26
1042,Heather Gonzalez,torreshunter@chan.com,2022-09-22,6499.46
1043,John Guerrero,frank99@flores-davis.com,2023-09-06,7583.87
1044,Kathleen Sanchez,schultzanthony@green.org,2023-04-02,9136.11
1045,Maureen Brown,ssantiago@mcdowell-smith.com,2023-03-25,2483.25
1046,Joann Mcdonald,jolsen@bell-mitchell.com,2023-05-28,3615.59
1047,Brandy Mcdonald,vmartinez@smith.com,2022-09-03,3439.82
1048,Michael Kelley,srobinson@hill-brock.org,2024-03-31,7081.95
1049,Gary Bryant,jodi77@smith-randolph.com,2024-03-23,9137.96
1050,Joseph Hensley,scottrice@garcia.net,2022-10-04,1756.21
1051,David Frye,amcclure@carter-hayes.com,2023-07-05,9631.78
1052,Matthew Vargas DVM,chasebarnes@perkins-luna.biz,2023-01-10,755.13
1053,James Ramsey,zhenry@howard.com,2024-07-17,9058.11
1054,Erin Powell,abigaillee@gmail.com,2023-03-29,6929.4
1055,Darrell Jacobson,markcollins@gmail.com,2024-04-01,4298.29
1056,Joseph Doyle,penaemily@ramirez-tucker.com,2022-08-21,3029.31
1057,Mr. Daniel Mills MD,wjohnston@oneill-hanson.com,2023-11-01,6508.75
1058,Benjamin Fry,jack56@williams-gonzalez.org,2024-02-08,5463.44
1059,Joyce Evans,christina64@duarte.net,2023-07-21,3247.99
1060,Jordan Taylor,stacygonzalez@hotmail.com,2023-12-10,4853.61
1061,Lisa Page,carol72@wells.com,2024-04-08,9489.01
1062,Jeffrey Clark,brianclay@yahoo.com,2023-06-21,8726.98
1063,Matthew Jenkins,jamespaul@hotmail.com,2024-05-04,7116.13
1064,Wanda Gomez,scott72@chavez.com,2023-12-09,9876.77
1065,Michael Santos,austinheather@clarke.info,2024-04-02,2711.25
1066,Scott Willis,gregory33@hotmail.com,2022-10-27,9835.92
1067,Rachael Bishop,amann@hotmail.com,2023-10-27,1257.33
1068,Keith Tran,william53@gmail.com,2023-01-15,8750.44
1069,Ronnie Huffman,melliott@burnett.com,2023-08-24,5580.21
1070,Margaret Espinoza,clester@nielsen.biz,2023-07-31,9296.33
1071,Arthur Berry,veronica18@hotmail.com,2024-05-07,9615.7
1072,Spencer Franco,david72@stanley.com,2022-08-25,3142.52
1073,Brianna Jones,reedkimberly@holder-robinson.com,2024-07-17,5712.68
1074,Rachael Goodwin,steven94@gmail.com,2023-08-18,1101.63
1075,Ebony Martinez,chanjason@gmail.com,2022-12-04,5211.56
1076,Sharon Moyer,stewartjessica@yahoo.com,2023-10-04,8768.23
1077,Amber Brown,emily68@patterson.com,2024-03-04,1053.53
1078,Dr. Vickie Johnston,michaelmatthews@morrison.com,2024-06-14,656.17
1079,Todd Fischer,daviskevin@blackwell-henderson.info,2023-05-10,6768.99
1080,Karen Mccormick,pruittbrett@yahoo.com,2023-04-19,3749.95
1081,Deanna Garrett,sandywilliams@frazier.com,2024-04-13,6874.85
1082,Erin Wright,dthomas@yahoo.com,2023-03-13,2639.15
1083,Mandy Thornton,wriggs@gmail.com,2023-12-28,663.54
1084,Maureen Lloyd,tnorris@gmail.com,2023-03-11,211.16
1085,Jesse Wilson,alejandrocruz@reed.info,2023-01-15,653.74
1086,Larry Rogers,robert56@wilson-mcconnell.com,2022-07-30,5446.3
1087,Jill Schultz,bryantjustin@gmail.com,2023-08-19,2140.15
1088,Gregory Torres,gordonrivera@hotmail.com,2023-03-09,1376.82
1089,Christopher Marshall,matthew88@humphrey.com,2023-02-19,2029.61
1090,Breanna Ramirez,sethmartinez@clark.com,2024-03-12,2729.05
1091,Shelby Stanley,meyerchristopher@hotmail.com,2023-04-21,9586.16
1092,Wayne Jones,stephaniewallace@yahoo.com,2023-06-25,3813.84
1093,Lisa Davis,mariebonilla@robinson.net,2022-11-15,3333.82
1094,Holly Mann,erinsherman@hotmail.com,2023-11-05,4644.29
1095,Paul Evans,sylvia05@crawford.com,2024-02-05,5967.77
1096,Marie Williams,jesse95@thompson-johns.org,2023-01-12,1252.7
1097,Brandi Morrison,kmitchell@yahoo.com,2022-10-09,2950.26
1098,Beth Bradley,nancy33@yahoo.com,2023-07-04,5719.33
1099,Rickey Benjamin,churcharthur@yahoo.com,2023-09-21,4773.19
1100,Jeffery Kim,nicholasandrews@ramos.com,2022-11-08,5690.13
1101,Shawn Benton,lfox@porter.com,2024-03-28,7992.48
1102,Jordan Avery,michaelpatel@yahoo.com,2024-01-19,4551.5
1103,Carolyn Thomas,amberperez@gmail.com,2022-09-21,328.85
1104,Collin Baldwin,angelarobinson@lutz.com,2024-01-27,5614.24
1105,Jean Robinson,ernestgoodman@cannon.com,2023-09-27,4937.69
1106,Darlene Castaneda,alexandria91@adams-peters.biz,2024-03-28,8623.78
1107,Andre Gutierrez,joshua61@hayes.com,2023-12-29,7225.98
1108,Kent Tate,tranalison@mays.biz,2023-10-15,784.64
1109,Joseph Sweeney,nfoster@johnson.com,2023-01-14,5517.53
1110,Kathleen Peterson,smitheric@mitchell-dennis.com,2022-10-12,7396.18
1111,Donald Nguyen,barbara16@yahoo.com,2024-05-07,5430.22
1112,Brian Anderson,zbowen@wolfe.info,2024-06-09,7133.17
1113,Kevin Martinez,ccunningham@barton-douglas.com,2024-03-24,9535.5
1114,Shawn Haynes,josephbrown@yahoo.com,2024-06-13,6722.46
1115,Sandra Moon,ehernandez@jacobs.com,2024-04-25,949.33
1116,Rhonda Klein,amyblake@brown.com,2023-08-03,8163.34
1117,Glenn Davis,murillostephen@taylor.info,2024-04-21,2551.21
1118,Joshua Mckinney,sotosabrina@roberts.info,2022-09-03,7185.27
1119,Mrs. Ashley May,johnorr@gmail.com,2023-07-04,681.66
1120,Rachel Sims,walkerjames@clark-long.com,2022-12-22,7468.03
1121,Danielle Gonzalez,gregory55@leon.com,2024-05-28,9652.44
1122,Carlos Donovan,sarahferguson@hotmail.com,2023-04-19,8894.87
1123,Anna Cohen,robertking@yahoo.com,2023-04-12,9423.16
1124,Bridget Morales,erinwilson@hernandez.com,2022-10-20,2149.15
1125,Hannah Adams,floresdonna@yahoo.com,2024-02-14,1044.02
1126,Juan Torres,dennis84@chandler.com,2024-01-01,1380.24
1127,Kathleen Lucero,katiesmith@hotmail.com,2024-06-13,7427.56
1128,Sydney Olson,anthony60@yahoo.com,2023-05-27,4604.5
1129,Doris Beltran,johnwells@gmail.com,2023-02-17,4359.06
1130,Jesse Mayer,ethan04@gmail.com,2023-02-22,418.85
1131,Mr. Michael Walker,christophermcdaniel@brown-owens.com,2023-08-12,9562.72
1132,Natalie Hansen,alicia96@gmail.com,2022-11-25,8857.18
1133,Cynthia Conley,nicholas47@forbes.biz,2023-06-14,390.97
1134,Ryan Simpson,fwalker@gmail.com,2023-07-24,1752.05
1135,Nicole Dunn,iparker@mitchell.com,2023-06-03,4140.59
1136,Terry Zimmerman,vtate@hotmail.com,2023-07-27,2984.02
1137,Christopher Gill,haleandrew@yahoo.com,2024-03-20,846.89
1138,Meredith Branch,sherylbaker@smith.com,2023-05-16,277.44
1139,Alisha Kelley,daniel06@gmail.com,2023-05-02,2678.07
1140,Elijah Ballard,preyes@dawson.com,2023-01-21,5917.61
1141,James Chapman,zcastaneda@hotmail.com,2024-03-29,4810.26
1142,Samuel Harris,mitchellruben@gmail.com,2023-06-06,404.13
1143,Dr. Richard West,david74@rice.org,2024-05-13,7304.78
1144,Stephen Lopez,gary50@hotmail.com,2023-01-28,5264.68
1145,Jessica Rose,brownmiranda@contreras.info,2022-10-14,2486.21
1146,Jeremiah Haas,clintonduarte@yahoo.com,2024-02-15,8317.07
1147,Jacob Vasquez,sheliavargas@padilla.biz,2023-08-10,4086.36
1148,Bradley Ballard,charleslynch@miller.info,2024-02-15,1631.48
1149,Corey Hayes,patricia16@lopez-kemp.com,2024-02-22,4297.97
1150,Beverly Lee,garciajessica@hall-aguirre.net,2023-09-12,8809.96
1151,Robert Curtis,ojackson@baker.com,2023-09-30,576.97
1152,Kathleen Austin,pvargas@rowland-davis.biz,2023-09-09,9386.56
1153,Miguel Long MD,mccoyruben@harris.com,2023-12-24,7208.57
1154,Hannah Ellis,franciscohunter@hotmail.com,2022-08-31,608.34
1155,Lorraine Bean,eric16@brown.net,2023-06-15,3077.91
1156,Travis Chaney,woodashlee@gmail.com,2023-12-30,8832.99
1157,Michelle Weaver,pward@hotmail.com,2024-02-13,8699.09
1158,David Ortiz,edwardavery@butler.com,2024-04-29,163.03
1159,Donald Huff,htorres@ortega.org,2023-10-31,581.27
1160,Joseph Smith,kenneth65@gmail.com,2022-12-30,8482.32
1161,John Russell,matthewburton@hotmail.com,2023-11-14,2880.43
1162,Brittney Espinoza,jenniferrosario@hotmail.com,2022-11-06,7975.72
1163,Alexander Richardson,franciscomiller@stevenson.com,2024-01-29,2634.75
1164,John Jenkins,taylordonna@gmail.com,2024-06-16,9705.51
1165,Carlos Morris,floresnicholas@yahoo.com,2023-05-07,7980.64
1166,Andrea Potter,bradley73@yahoo.com,2023-11-05,9523.82
1167,Marissa Parker,nreyes@shaffer-humphrey.biz,2023-06-18,8105.66
1168,Amy Decker,larry19@gmail.com,2023-08-05,9264.9
1169,Justin Guerra,rbeck@bruce-reeves.com,2024-02-03,889.01
1170,Whitney Harrell,holly68@hotmail.com,2023-08-31,1813.83
1171,Richard Clarke,kaitlynsmith@bailey.info,2023-06-11,5328.79
1172,Lisa Chen,brookssamuel@jones-white.biz,2023-03-26,2548.77
1173,Mark Rowland,jjennings@hotmail.com,2023-07-12,1357.26
1174,Samuel Simmons,angelica24@holloway-taylor.com,2023-11-29,8680.08
1175,Wendy Koch,becky62@young.com,2023-12-18,9330.73
1176,Jennifer Nielsen,donnacarr@figueroa.com,2023-08-25,9793.49
1177,Linda Rosario,george98@clark-williams.org,2024-05-09,5739.53
1178,James White,macdonaldyvonne@gmail.com,2023-05-18,1471.12
1179,Randy Douglas,hernandezrebecca@mays-wright.com,2022-12-27,3190.26
1180,Adam Reese,ylove@cortez.info,2024-01-06,9592.8
1181,Taylor Crosby,jacksonjillian@gmail.com,2022-09-22,9212.94
1182,Kristina Hall,roseshaw@bryant-jensen.com,2023-01-25,3954.79
1183,Melissa Russell,colin01@johnson-schmidt.com,2024-06-01,2196.51
1184,Carl Rhodes,rgreen@banks-castillo.com,2022-09-17,493.04
1185,Nicholas Jackson,aprilcook@wagner.org,2023-03-01,4207.7
1186,Rebecca Jones,rgreen@chambers.com,2024-03-03,5049.94
1187,Mark Hayes,bradleymarshall@archer.net,2024-01-25,9484.99
1188,Elizabeth Chapman MD,jbernard@yahoo.com,2023-11-03,9042.03
1189,Paul Johnson,pamela40@combs-gordon.com,2024-06-05,1957.97
1190,Amanda Stewart,tjacobs@wise.biz,2023-02-03,3400.53
1191,Douglas Ortega,oanderson@wilson.com,2023-09-17,8482.25
1192,Joanna Fischer,bowmanluis@gmail.com,2024-07-10,8819.87
1193,Mrs. Mary Davis,seanking@yahoo.com,2022-09-02,5342.43
1194,Christina Martinez,jessicagentry@gmail.com,2022-09-30,4733.7
1195,Emily Peters,lisa19@torres.com,2022-11-02,9510.59
1196,Dr. Michael Carter,xbass@morris-flores.com,2024-06-10,6564.87
1197,Lindsey Adams,justin61@yahoo.com,2024-02-13,5561.29
1198,Allison Fields,qmartinez@moon.info,2023-01-16,6704.21
1199,Matthew Edwards,hernandezdawn@roberts-green.com,2023-09-08,4112.69
1200,Howard Williams DDS,ryan29@gmail.com,2024-04-08,9265.18
1201,Brendan Potts,patricia32@hotmail.com,2023-07-01,9191.28
1202,Timothy Perez,matthewryan@yahoo.com,2022-08-12,8353.86
1203,Kelsey Allen,livingstonleah@hotmail.com,2022-11-17,9434.02
1204,David Stevenson DDS,david70@boone.org,2023-01-13,1560.84
1205,Christy Sanchez,brookscarlos@neal-jordan.com,2023-11-19,786.47
1206,Monique Smith,burnettdaniel@yahoo.com,2023-11-26,1167.71
1207,Anita Chang,jennifer13@ford-cohen.com,2023-10-23,2784.21
1208,Michael Harris,rebecca07@hotmail.com,2024-01-23,8919.87
1209,Emma Vang,xthornton@hotmail.com,2024-02-10,2451.24
1210,Sue Gomez,rhayes@hotmail.com,2022-07-28,9358.39
1211,Jason Reed,michelle94@gonzalez.com,2023-09-22,3502.08
1212,Troy George,paul70@yahoo.com,2023-03-28,5022.93
1213,John Morris,wesleycox@rogers.com,2023-08-17,1135.93
1214,Kenneth Johnson,jonescameron@hotmail.com,2024-03-24,5469.14
1215,Shawn Bailey Jr.,mjones@wallace-ramos.biz,2024-07-17,8315.86
1216,Scott Garcia,jacqueline94@gmail.com,2023-12-08,6370.93
1217,Daniel Foley,cynthia37@delgado.com,2024-04-09,5841.44
1218,David Carter,andrew52@gmail.com,2024-03-05,1089.39
1219,Kevin Jones,kreid@peterson-vega.com,2023-04-11,259.5
1220,Nancy Mahoney,pricedouglas@davis.info,2022-07-28,4816.84
1221,John Joseph,clinescott@roberts.com,2024-05-24,8677.39
1222,Kristin Sanders,lbates@figueroa-thomas.biz,2024-06-05,465.22
1223,Jon Lee,igood@hotmail.com,2024-01-09,8875.09
1224,Jennifer Thomas,amandamason@gibbs.net,2023-03-23,3750.68
1225,Jeffrey Bauer,brian41@yahoo.com,2022-09-29,9159.85
1226,Samantha Lee,wscott@pugh.org,2023-03-04,9627.3
1227,Taylor Olson,ashley09@gmail.com,2022-11-07,1820.45
1228,Kyle Foster,williamjames@cox-reed.org,2022-11-05,8553.71
1229,Craig Weber,chris50@hotmail.com,2023-08-24,2569.31
1230,Kevin Faulkner,jonesbrian@yahoo.com,2023-09-22,4941.44
1231,Brittany Jones,eduncan@russo.net,2024-06-01,6727.17
1232,Jill Cook,joshua87@bright.biz,2024-04-21,3874.85
1233,Leslie Owens,robertwarren@hotmail.com,2023-02-13,4475.28
1234,Timothy Wilson,parkerhenry@little.net,2022-11-29,8394.45
1235,Ruth Schwartz,cynthia53@hotmail.com,2022-08-24,8594.25
1236,Joseph Cruz,katherine23@yahoo.com,2023-07-22,1830.9
1237,Sandra White,coreymata@hotmail.com,2024-05-12,9762.84
1238,Jeffrey Gomez,zburch@yahoo.com,2024-04-01,9054.37
1239,Mario Fry,sharonfernandez@shaffer-thomas.com,2023-01-16,2222.02
1240,Philip George,marywilliams@hotmail.com,2023-07-13,6268.39
1241,Luke Franklin,jonathan58@yahoo.com,2023-05-16,970.7
1242,Mary Morris,jhampton@gmail.com,2024-01-29,8740.08
1243,Shannon Rios,michellecampbell@hill.com,2024-04-21,1963.49
1244,Benjamin Dyer,stephanie34@thompson-rose.com,2023-05-18,5787.09
1245,Nathaniel Martinez,robin09@gilbert-haley.com,2023-12-26,2071.9
1246,Melissa Duncan,jacobanderson@hotmail.com,2023-01-07,2588.92
1247,Daniel Boyer,qsmith@gmail.com,2024-03-17,1461.07
1248,Tony Gray,uscott@johnston-shelton.com,2024-05-13,4040.67
1249,Gina Carroll,bradleyharmon@mckinney-martin.net,2023-03-07,1045.14
1250,Kenneth Salazar,ckramer@davis.com,2023-06-09,7411.14
1251,Brian Moore,mcintyreholly@bennett.com,2023-02-23,5264.92
1252,Morgan Robertson,xcochran@hotmail.com,2023-07-01,9007.83
1253,Brian Campbell,hayesrobert@hotmail.com,2024-04-09,5594.56
1254,Sara Garza,oherrera@williamson-hill.com,2023-11-27,5283.8
1255,Jennifer Ellis,nathancross@wilson.com,2024-05-30,6445.96
1256,Melissa Gomez,angelaturner@parrish.com,2022-08-28,3171.32
1257,Carly Brown,david06@kennedy.com,2023-10-31,7799.01
1258,Teresa Gonzalez,zmartin@hill-jones.biz,2024-06-09,6977.24
1259,Andrew Neal,graytami@yahoo.com,2024-02-26,2501.12
1260,Elizabeth Allen,stephanie46@gmail.com,2023-10-20,6900.52
1261,Haley Miles,kevin47@vega-perez.biz,2023-04-02,5029.6
1262,Erik Tate,owalker@myers-fields.com,2023-05-19,1141.81
1263,Adam Mann,jsilva@hammond-gray.biz,2024-07-15,2046.69
1264,Nicole Byrd,kkeith@yahoo.com,2024-03-20,9867.31
1265,Lauren Reyes,tamara52@yahoo.com,2024-07-17,4237.0
1266,Denise Graham,powelljoanne@gmail.com,2023-08-09,402.88
1267,Laura Wilson,graveswanda@williams.net,2023-05-09,7940.87
1268,Mike Clark,foxann@mendoza-jackson.com,2023-09-11,5516.84
1269,April King,christensensamantha@rodriguez-hart.com,2023-04-11,4146.69
1270,Sarah Brown,petersrobert@mitchell.com,2024-06-03,7812.43
1271,Paige David,carsonkristin@allen-ortiz.com,2023-03-22,2857.96
1272,Judy Perez,brooksdavid@moore.org,2023-10-15,427.5
1273,Debra Bruce,robert33@green.biz,2023-08-30,5330.89
1274,Heather Neal,lgarcia@frye-payne.com,2024-03-27,694.08
1275,Kelly Johnson,josephkeith@matthews.com,2024-07-16,7172.32
1276,Joseph Mitchell,udiaz@yahoo.com,2023-05-01,845.5
1277,David Rivas,rossapril@hotmail.com,2024-06-10,7736.86
1278,Ryan Miller,eallen@lawrence.org,2023-08-04,8820.81
1279,Kristina Fernandez,dixonrobert@davenport.com,2024-07-17,9697.12
1280,John Lopez MD,obriennicole@gmail.com,2023-02-10,7842.22
1281,Jennifer Maddox,matthew55@gmail.com,2022-08-27,6644.11
1282,John Osborne,jessicayoung@morales.biz,2024-01-24,206.2
1283,Jenny Yates,shirley16@roberts.org,2023-12-18,5672.02
1284,Daniel Farley,gballard@spencer.biz,2022-10-30,6936.75
1285,Michael Dixon,annaperez@yahoo.com,2022-09-24,208.78
1286,Jessica Gilbert,calvinharrington@gmail.com,2023-03-08,9777.61
1287,Daniel Andrade,elizabethsilva@osborne.com,2024-07-02,5176.28
1288,Derrick Richard,johnsonraymond@yahoo.com,2023-06-23,669.89
1289,Joseph Martinez,richardtodd@evans.com,2023-06-20,7131.29
1290,William Pierce,qhuber@walker.org,2023-12-23,1515.6
1291,Mary Casey,fwest@ashley.com,2022-08-28,1018.8
1292,Brian Garcia,xterry@miller.com,2023-12-02,2225.9
1293,Rick Hall,michaellane@yahoo.com,2023-12-01,7134.31
